,ID,Name,BV,SV,Team,1_Pts,1_xMins,2_Pts,2_xMins,3_Pts,3_xMins,4_Pts,4_xMins,5_Pts,5_xMins,6_Pts,6_xMins,7_Pts,7_xMins,8_Pts,8_xMins,9_Pts,9_xMins
590,591,Ablade,4.5,4.5,Fulham,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
591,592,H.Davies,4.0,4.0,Liverpool,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
592,593,Casemiro,4.9,4.9,Man Utd,,0.0,,0.0,,0.0,1.32,68.12,1.25,67.35,1.23,67.08,,0.0,,0.0,0.94,66.0
593,594,Isak,6.9,6.9,Newcastle,,0.0,,0.0,,0.0,0.17,45.49,0.97,61.83,3.89,75.0,3.71,76.23,4.44,73.5,0.0,31.09
594,595,Zanka,4.0,4.0,Brentford,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
595,596,Ferguson,4.5,4.5,Brighton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
596,597,Saydee,4.5,4.5,Bournemouth,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
597,598,Bevan,4.0,4.0,Bournemouth,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
598,599,Gomes,4.5,4.5,Man City,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
599,600,Knight,4.5,4.5,Man City,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
600,601,Rodney,4.5,4.5,Crystal Palace,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
601,602,Renan Lodi,4.5,4.5,Nott'm Forest,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
602,603,Paquetá,6.0,6.0,West Ham,,0.0,,0.0,,0.0,,0.0,0.0,47.28,1.23,56.08,3.75,75.5,3.16,75.3,3.36,72.0
603,604,Phillips,4.5,4.5,Crystal Palace,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
604,605,Welch,4.0,4.0,Everton,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
605,606,Vale,4.5,4.5,Chelsea,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
606,607,Smith,4.5,4.5,Arsenal,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
607,608,Kalajdžić,5.4,5.4,Wolves,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
608,609,Antony,7.5,7.5,Man Utd,,0.0,,0.0,,0.0,,0.0,0.0,39.82,0.95,48.0,3.8,74.42,0.0,76.5,2.73,74.0
609,610,Akanji,5.0,5.0,Man City,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
610,611,Gueye,5.0,5.0,Everton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
611,612,Faes,4.5,4.5,Leicester,2.84,90.0,1.63,90.0,1.44,90.0,,90.0,,90.0,,90.0,,90.0,1.07,90.0,3.43,90.0
612,613,Kurzawa,4.5,4.5,Fulham,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
613,614,Willian,5.5,5.5,Fulham,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,1.19,41.32,2.05,45.0,3.2,69.0
614,615,Kovár,4.0,4.0,Man Utd,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
615,616,Zakaria,5.0,5.0,Chelsea,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
616,617,Aubameyang,9.0,9.0,Chelsea,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,35.69,1.22,48.12,0.0,59.76,3.06,60.49
617,618,Vinícius,5.5,5.5,Fulham,,0.0,,0.0,,0.0,,0.0,,0.0,0.2,8.77,,0.0,,0.0,0.61,12.0
618,619,Gnonto,5.0,5.0,Leeds,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
619,620,Arthur,4.9,4.9,Liverpool,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,16.76,,0.0,,0.0,0.63,18.0
620,621,Badé,4.5,4.5,Nott'm Forest,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
621,622,Larios,4.0,4.0,Southampton,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
622,623,Caleta-Car,4.5,4.5,Southampton,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
623,624,Edozie,4.9,4.9,Southampton,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
624,625,Diego Costa,5.5,5.5,Wolves,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
625,626,Karius,4.0,4.0,Newcastle,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
626,627,Jakupović,4.0,4.0,Everton,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
627,628,Aurier,4.5,4.5,Nott'm Forest,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
628,629,Traoré,4.5,4.5,Wolves,3.1,50.92,2.54,44.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
629,630,Nwaneri,4.5,4.5,Arsenal,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
630,631,Sousa,4.0,4.0,Arsenal,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
631,632,Trevitt,4.5,4.5,Brentford,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
632,633,Cox,4.0,4.0,Brentford,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
633,634,Gordon,4.5,4.5,Crystal Palace,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
634,635,Bettinelli,4.0,4.0,Chelsea,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
635,636,Parkes,4.0,4.0,Fulham,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
636,637,John,4.0,4.0,Everton,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
637,638,Bogarde,4.0,4.0,Aston Villa,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0,,90.0
638,10104,Mark Gillespie,99.9,99.9,Newcastle,,,,,,,,,,,,,,,,,,
639,10150,Andy Lonergan,99.9,99.9,Everton,,,,,,,,,,,,,,,,,,
640,10201,Teden Mengi,99.9,99.9,Man Utd,,,,,,,,,,,,,,,,,,
641,10202,Shola Shoretire,99.9,99.9,Man Utd,,,,,,,,,,,,,,,,,,
642,10232,Léo Bonatini,99.9,99.9,Wolves,,,,,,,,,,,,,,,,,,
643,10241,Benjamin Mendy,99.9,99.9,Man City,,,,,,,,,,,,,,,,,,
644,10260,Axel Tuanzebe,99.9,99.9,Man Utd,,,,,,,,,,,,,,,,,,
645,10263,Mason Greenwood,99.9,99.9,Man Utd,,,,,,,,,,,,,,,,,,
646,10264,Jed Steer,99.9,99.9,Aston Villa,,,,,,,,,,,,,,,,,,
647,10275,Jordan Smith,99.9,99.9,Nott'm Forest,,,,,,,,,,,,,,,,,,
648,10347,Adnan Kanuric,99.9,99.9,Nott'm Forest,,,,,,,,,,,,,,,,,,
